City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
595,Badiraguato,MX,2021-08-08 17:02:20,25.3667,-107.5167,85.71,55,89,2.95
596,Mandalgovi,MN,2021-08-08 17:02:20,45.7625,106.2708,54.61,72,0,15.77
597,Mandan,US,2021-08-08 16:59:41,46.8267,-100.8896,89.04,49,1,11.5
598,Yura,PE,2021-08-08 17:02:20,-16.2522,-71.6797,66.11,23,4,10.04
599,Kinshasa,CD,2021-08-08 17:01:45,-4.3246,15.3215,87.28,32,31,6.22
600,Ilebo,CD,2021-08-08 17:02:21,-4.3167,20.5833,84.78,33,49,1.83
601,Napasar,IN,2021-08-08 17:02:22,27.9667,73.55,98.1,35,52,6.91
602,Dukat,RU,2021-08-08 17:02:22,62.55,155.55,43.66,85,52,4.63
603,Taltal,CL,2021-08-08 16:58:24,-25.4,-70.4833,59.05,62,9,7.99
604,Bambanglipuro,ID,2021-08-08 17:02:23,-7.95,110.2833,75.81,88,28,3.67
605,Hakkari,TR,2021-08-08 17:02:24,37.5833,44.1667,70.79,30,7,4.81
606,Biella,IT,2021-08-08 17:02:24,45.5871,8.0859,82.08,60,43,2.84
607,Szydlowiec,PL,2021-08-08 17:02:25,51.2282,20.8611,72.19,65,29,4.05
608,Mount Gambier,AU,2021-08-08 17:02:25,-37.8333,140.7667,44.31,81,52,7.23
609,Weligama,LK,2021-08-08 16:57:43,5.9667,80.4167,76.98,91,74,9.28
610,Mazamari,PE,2021-08-08 17:02:26,-11.3258,-74.5308,89.11,37,0,2.71
611,Mwembe,TZ,2021-08-08 17:02:26,-4.15,37.85,66.92,62,88,5.35
612,Filadelfia,US,2021-08-08 16:58:09,39.9523,-75.1638,84.24,76,53,1.99
613,Kilinochchi,LK,2021-08-08 17:02:27,9.3961,80.3982,80.08,80,100,15.28
614,Simao,CN,2021-08-08 17:02:27,22.7886,100.9748,67.69,98,100,1.83
615,Dalvik,IS,2021-08-08 17:02:27,65.9702,-18.5286,60.76,77,76,7.14
616,Ambulu,ID,2021-08-08 17:02:28,-8.345,113.6058,74.62,91,36,5.03
617,Henties Bay,NA,2021-08-08 17:02:28,-22.116,14.2845,57.85,91,2,13.91
618,Bachaquero,VE,2021-08-08 17:02:29,9.9694,-71.1494,86.16,68,70,9.01
619,Gunjur,GM,2021-08-08 17:02:29,13.2019,-16.7339,86.07,74,75,8.05
620,Asfi,MA,2021-08-08 17:02:30,32.2994,-9.2372,71.56,69,0,20.54
621,Kattivakkam,IN,2021-08-08 17:02:30,13.2167,80.3167,86.09,75,20,12.77
622,Port Said,EG,2021-08-08 17:02:30,31.2565,32.2841,83.01,74,0,17.67
623,Dzilam Gonzalez,MX,2021-08-08 17:02:31,21.2833,-88.9333,93.76,43,20,4.76
624,Boyolangu,ID,2021-08-08 17:02:31,-8.1181,111.8935,74.37,95,47,2.37
625,Tara,RU,2021-08-08 17:02:32,56.8944,74.371,62.82,93,100,5.97
626,Srivardhan,IN,2021-08-08 17:02:32,18.0333,73.0167,80.31,85,100,4.76
627,Kardamas,GR,2021-08-08 17:02:32,37.7667,21.3333,91.42,51,0,5.75
628,Mayo,US,2021-08-08 17:02:33,38.8876,-76.5119,90.09,67,48,4.0
629,Dolores,AR,2021-08-08 17:00:05,-36.3132,-57.6792,44.08,86,100,16.4
630,New Glasgow,CA,2021-08-08 17:02:33,45.5834,-62.6486,71.91,84,100,7.72
631,Varhaug,NO,2021-08-08 17:02:34,58.6147,5.6457,65.86,78,54,15.32
632,Ayan,RU,2021-08-08 17:02:34,56.45,138.1667,53.22,62,54,6.35
633,Talnakh,RU,2021-08-08 17:02:35,69.4865,88.3972,62.47,48,0,3.94
634,Nantucket,US,2021-08-08 17:02:35,41.2835,-70.0995,82.74,69,90,3.44
635,Nalut,LY,2021-08-08 17:02:35,30.3333,10.85,107.08,7,2,12.39
636,Rawson,AR,2021-08-08 16:57:45,-43.3002,-65.1023,51.96,38,0,7.34
637,Maxixe,MZ,2021-08-08 17:02:36,-23.8597,35.3472,64.63,72,0,6.69
638,Ananindeua,BR,2021-08-08 17:02:36,-1.3656,-48.3722,89.51,51,40,12.66
639,Northam,GB,2021-08-08 17:02:29,51.0333,-4.2167,68.34,85,18,18.05
640,San Cristobal,VE,2021-08-08 17:02:37,7.7669,-72.225,82.83,56,70,1.12
641,Mandal,IN,2021-08-08 17:02:39,25.45,74.5667,81.84,74,100,6.46
642,Straumen,NO,2021-08-08 17:02:39,63.8709,11.2999,69.75,70,89,6.35
643,San Ignacio,BZ,2021-08-08 17:02:40,17.1561,-89.0714,92.97,43,58,8.57
644,Manama,BH,2021-08-08 17:02:40,26.2154,50.5832,100.35,41,0,4.61
645,Balabac,PH,2021-08-08 17:02:41,7.9868,117.0645,82.85,76,100,5.28
646,Bella Union,UY,2021-08-08 17:02:41,-30.2752,-57.6007,82.15,43,11,13.6
647,Bahir Dar,ET,2021-08-08 17:02:41,11.5936,37.3908,62.26,91,85,5.91
648,Qui Nhon,VN,2021-08-08 16:59:04,13.7667,109.2333,83.17,78,53,4.81
649,Sidney,AU,2021-08-08 17:00:00,-33.8679,151.2073,52.9,90,75,8.05
650,Tsaratanana,MG,2021-08-08 17:02:42,-16.7833,47.65,74.44,44,66,3.67
651,Sibiti,CG,2021-08-08 17:02:42,-3.6819,13.3499,80.96,43,89,4.92
652,Maridi,SS,2021-08-08 17:02:43,4.9158,29.4742,68.59,94,95,1.97
653,Urucara,BR,2021-08-08 17:02:43,-2.5364,-57.76,95.77,29,49,5.97
654,Vaitape,PF,2021-08-08 17:02:44,-16.5167,-151.75,78.84,74,42,13.15
655,Lodingen,NO,2021-08-08 17:02:44,68.414,15.9951,71.74,49,67,8.01
656,Teya,RU,2021-08-08 17:01:55,60.3778,92.6267,64.4,64,99,2.98
657,Bourail,NC,2021-08-08 17:02:45,-21.5667,165.4833,63.9,70,61,9.48
658,Villamontes,BO,2021-08-08 17:02:45,-21.25,-63.5,90.7,24,4,4.38
659,Ust-Ishim,RU,2021-08-08 17:02:45,57.6935,71.1665,63.36,94,77,5.01
660,Okhtyrka,UA,2021-08-08 17:02:46,50.3104,34.8988,78.04,54,72,8.01
661,Havre,FR,2021-08-08 17:02:46,49.5833,0.3333,68.43,68,75,13.8
662,Santa Rosalia,MX,2021-08-08 17:02:47,27.3167,-112.2833,87.28,46,7,3.74
663,Road Town,VG,2021-08-08 17:02:47,18.4167,-64.6167,81.19,89,40,9.22
664,Socorro,US,2021-08-08 17:02:48,31.6546,-106.3033,90.61,32,20,4.61
665,Saint-Leu,RE,2021-08-08 17:02:48,-21.15,55.2833,68.86,76,15,6.42
666,Kemijarvi,FI,2021-08-08 17:02:48,66.7131,27.4306,59.43,63,100,13.94
667,Nevelsk,RU,2021-08-08 17:02:48,46.6733,141.8633,56.52,88,100,16.8
668,Irtyshskiy,RU,2021-08-08 17:02:49,58.3333,68.1333,62.29,91,46,4.0
669,Benjamin Constant,BR,2021-08-08 17:02:49,-4.3831,-70.0311,96.31,36,22,0.56
670,Roros,NO,2021-08-08 17:02:50,62.5747,11.3842,62.44,55,40,8.05
671,Nichinan,JP,2021-08-08 17:02:50,31.6,131.3667,78.4,88,100,26.33
672,Vallenar,CL,2021-08-08 17:02:50,-28.5708,-70.7581,58.28,45,31,4.09
673,Sept-Iles,CA,2021-08-08 17:02:51,50.2001,-66.3821,67.24,59,7,5.01
674,Kenora,CA,2021-08-08 17:02:51,49.8167,-94.4337,76.15,55,32,8.16
675,Trinidad,BO,2021-08-08 17:02:51,-14.8333,-64.9,95.61,23,7,8.14
676,Mikhaylovka,RU,2021-08-08 17:02:52,50.06,43.2379,86.49,19,100,11.54
677,Bud,US,2021-08-08 17:02:52,39.447,-86.1758,86.18,67,80,8.75
678,Krutinka,RU,2021-08-08 17:02:52,56.0055,71.5113,60.42,98,99,8.21
679,Seroa,PT,2021-08-08 17:02:53,41.2651,-8.4289,74.64,56,2,10.8
680,Baykit,RU,2021-08-08 17:02:53,61.67,96.37,58.57,72,99,1.86
